# Z-Anatomy structure -> Latin name — GENERATED, do not edit by hand.
#
# Rebuild:  node scripts/build-latin-crosswalk.mjs --src <parts-catalog.json>
# Apply:    node scripts/apply-crosswalk.mjs public/models/z-anatomy.ao.glb \
#             public/models/z-anatomy-regions.ao.glb --tsv docs/z-anatomy-latin.tsv --field name_lat
#
# Joined from Anatomed (pitfa19/anatomed-mcp, CC BY-SA 4.0) by exact match on
# (name, side) after ordinal normalisation. The nomenclature is Z-Anatomy's;
# Anatomed extracted it. Both are credited — see licences.json and D24.
name	side	name_lat
Posterior antebrachial cutaneous nerve	left	Nervus cutaneus posterior antebrachii
Posterior antebrachial cutaneous nerve	right	Nervus cutaneus posterior antebrachii
Posterior auricular groove	left	Sulcus posterior auriculae
Posterior auricular groove	right	Sulcus posterior auriculae
Posterior auricular vein	left	Vena auricularis posterior
Posterior auricular vein	right	Vena auricularis posterior
Posterior basal segmental artery of left lung		Arteria segmentalis basalis posterior pulmonis sinistri
Posterior basal segmental artery of right lung		Arteria segmentalis basalis posterior pulmonis dextri
Posterior belly of digastric muscle	left	Venter posterior musculi digastrici
Posterior belly of digastric muscle	right	Venter posterior musculi digastrici
Posterior branch of medial antebrachial cutaneous nerve	left	Ramus posterior nervi cutanei medialis antebrachii
Posterior branch of medial antebrachial cutaneous nerve	right	Ramus posterior nervi cutanei medialis antebrachii
Posterior branch of obturator nerve	left	Ramus posterior nervi obturatorii
Posterior branch of obturator nerve	right	Ramus posterior nervi obturatorii
Posterior branch of renal artery	right	Ramus posterior arteriae renalis
Posterior cerebral artery	left	Arteria cerebri posterior
Posterior cerebral artery	right	Arteria cerebri posterior
Posterior circumflex humeral artery	left	Arteria circumflexa posterior humeri
Posterior circumflex humeral artery	right	Arteria circumflexa posterior humeri
Posterior circumflex humeral vein	left	Vena circumflexa posterior humeri
Posterior circumflex humeral vein	right	Vena circumflexa posterior humeri
Posterior cochlear nucleus	left	Nucleus cochlearis posterior
Posterior cochlear nucleus	right	Nucleus cochlearis posterior
Posterior commissure		Commissura posterior
Posterior communicating artery	left	Arteria communicans posterior
Posterior communicating artery	right	Arteria communicans posterior
Posterior cord of brachial plexus	left	Fasciculus posterior plexus brachialis
Posterior cord of brachial plexus	right	Fasciculus posterior plexus brachialis
Posterior crico-arytenoid muscle	left	Musculus cricoarytenoideus posterior
Posterior crico-arytenoid muscle	right	Musculus cricoarytenoideus posterior
Posterior cruciate ligament	left	Ligamentum decussatum posterius
Posterior cruciate ligament	right	Ligamentum decussatum posterius
Posterior deep temporal artery	left	Arteria temporalis profunda posterior
Posterior deep temporal artery	right	Arteria temporalis profunda posterior
Posterior division of inferior trunk of brachial plexus	left	Divisio posterior trunci inferioris plexus brachialis
Posterior division of inferior trunk of brachial plexus	right	Divisio posterior trunci inferioris plexus brachialis
Posterior division of internal iliac artery	left	Divisio posterior arteriae iliacae internaecus
Posterior division of internal iliac artery	right	Divisio posterior arteriae iliacae internaecus
Posterior division of mandibular nerve	left	Divisio posterior nervi mandibularis
Posterior division of mandibular nerve	right	Divisio posterior nervi mandibularis
Posterior division of middle trunk of brachial plexus	left	Divisio posterior trunci medii plexus brachialis
Posterior division of middle trunk of brachial plexus	right	Divisio posterior trunci medii plexus brachialis
Posterior division of retromandibular vein	left	Divisio posterior venae retromandibularis
Posterior division of retromandibular vein	right	Divisio posterior venae retromandibularis
Posterior division of superior trunk of brachial plexus	left	Divisio posterior trunci superioris plexus brachialis
Posterior division of superior trunk of brachial plexus	right	Divisio posterior trunci superioris plexus brachialis
Posterior ethmoidal artery	left	Arteria ethmoidea posterior
Posterior ethmoidal artery	right	Arteria ethmoidea posterior
Posterior inferior cerebellar artery	left	Arteria cerebelli inferior posterior
Posterior inferior cerebellar artery	right	Arteria cerebelli inferior posterior
Posterior intercavernous sinus		Sinus intercavernosus posterior
Posterior intercostal arteries	right	Arteriae intercostales posteriores
Posterior intermuscular septum of leg	left	Septum intermusculare posterius cruris
Posterior intermuscular septum of leg	right	Septum intermusculare posterius cruris
Posterior interosseous nerve of forearm	left	Nervus interosseus posterior antebrachii
Posterior interosseous nerve of forearm	right	Nervus interosseus posterior antebrachii
Posterior lateral segment of liver (VII)		Segmentum posterius laterale dextrum hepatis (VII)
Posterior layer of thoracolumbar fascia	left	Lamina posterior fasciae thoracolumbaris
Posterior layer of thoracolumbar fascia	right	Lamina posterior fasciae thoracolumbaris
Posterior leaflet of left atrioventricular valve		Cuspis posterior valvae atrioventricularis sinistrae
Posterior ligament of fibular head	left	Ligamentum posterius capitis fibulae
Posterior ligament of fibular head	right	Ligamentum posterius capitis fibulae
Posterior longitudinal ligament		Ligamentum longitudinale posterius
Posterior medial segment of liver (VIII)		Segmentum posterius mediale dextrum hepatis (VIII)
Posterior nucleus of vagus nerve	left	Nucleus posterior nervi vagi
Posterior nucleus of vagus nerve	right	Nucleus posterior nervi vagi
Posterior region of arm	left	Regio posterior brachii
Posterior region of arm	right	Regio posterior brachii
Posterior region of elbow	left	Regio posterior cubiti
Posterior region of elbow	right	Regio posterior cubiti
Posterior region of forearm	left	Regio posterior antebrachii
Posterior region of forearm	right	Regio posterior antebrachii
Posterior region of knee	left	Regio posterior genus
Posterior region of knee	right	Regio posterior genus
Posterior region of leg	left	Regio posterior cruris
Posterior region of leg	right	Regio posterior cruris
Posterior region of thigh	left	Regio posterior femoris
Posterior region of thigh	right	Regio posterior femoris
Posterior region of wrist	left	Regio posterior carpi
Posterior region of wrist	right	Regio posterior carpi
Posterior sacro-iliac ligament	left	Ligamentum sacroiliacum posterius
Posterior sacro-iliac ligament	right	Ligamentum sacroiliacum posterius
Posterior segment of eyeball	left	Segmentum posterius bulbi oculi
Posterior segment of eyeball	right	Segmentum posterius bulbi oculi
Posterior segment of liver (I)		Segmentum posterius hepatis (I)
Posterior segmental artery of left lung		Arteria segmentalis posterior pulmonis sinistri
Posterior segmental artery of right lung		Arteria segmentalis posterior pulmonis dextri
Posterior septal branches of sphenopalatine artery	left	Rami septales posteriores arteriae sphenopalatinae
Posterior septal branches of sphenopalatine artery	right	Rami septales posteriores arteriae sphenopalatinae
Posterior sternoclavicular ligament	left	Ligamentum sternoclaviculare posterius
Posterior sternoclavicular ligament	right	Ligamentum sternoclaviculare posterius
Posterior superior alveolar artery	left	Arteria alveolaris superior posterior
Posterior superior alveolar artery	right	Arteria alveolaris superior posterior
Posterior talocalcaneal ligament	left	Ligamentum talocalcaneum posterius
Posterior talocalcaneal ligament	right	Ligamentum talocalcaneum posterius
Posterior talofibular ligament	left	Ligamentum talofibulare posterius
Posterior talofibular ligament	right	Ligamentum talofibulare posterius
Posterior tibial artery	left	Arteria tibialis posterior
Posterior tibial artery	right	Arteria tibialis posterior
Posterior tibial veins	left	Venae tibiales posteriores
Posterior tibial veins	right	Venae tibiales posteriores
Posterior tibiofibular ligament	left	Ligamentum tibiofibulare posterius
Posterior tibiofibular ligament	right	Ligamentum tibiofibulare posterius
Posterior vein of right lung		Vena posterior pulmonis dextri
Precentral gyrus	left	Gyrus precentralis
Precentral gyrus	right	Gyrus precentralis
Precuneus	left	Precuneus
Precuneus	right	Precuneus
Presternal region	left	Regio presternalis
Presternal region	right	Regio presternalis
Procerus muscle	left	Musculus procerus
Procerus muscle	right	Musculus procerus
Pronator quadratus	left	Pronator quadratus
Pronator quadratus	right	Pronator quadratus
Proper hepatic artery		Arteria hepatica propria
Proper palmar digital arteries	left	Arteriae digitales palmares propriae
Proper palmar digital arteries	right	Arteriae digitales palmares propriae
Proper palmar digital branches of median nerve	left	Rami digitales palmares proprii nervi mediani
Proper palmar digital branches of median nerve	right	Rami digitales palmares proprii nervi mediani
Proper palmar digital branches of ulnar nerve	left	Rami digitales palmares proprii nervi ulnaris
Proper palmar digital branches of ulnar nerve	right	Rami digitales palmares proprii nervi ulnaris
Proper plantar digital arteries	left	Arteriae digitales plantares propriae
Proper plantar digital arteries	right	Arteriae digitales plantares propriae
Proper plantar digital branches of lateral plantar nerve	left	Rami digitales plantares proprii nervi plantaris lateralis
Proper plantar digital branches of lateral plantar nerve	right	Rami digitales plantares proprii nervi plantaris lateralis
Proper plantar digital branches of medial plantar nerve	left	Rami digitales plantares proprii nervi plantaris medialis
Proper plantar digital branches of medial plantar nerve	right	Rami digitales plantares proprii nervi plantaris medialis
Prostate		Prostata
Proximal phalanx of fifth finger of foot	left	Phalanx proximalis quintum digitorum pedis
Proximal phalanx of fifth finger of foot	right	Phalanx proximalis quintum digitorum pedis
Proximal phalanx of first finger of foot	left	Phalanx proximalis primum digitorum pedis
Proximal phalanx of first finger of foot	right	Phalanx proximalis primum digitorum pedis
Proximal phalanx of fourth finger of foot	left	Phalanx proximalis quartum digitorum pedis
Proximal phalanx of fourth finger of foot	right	Phalanx proximalis quartum digitorum pedis
Proximal phalanx of second finger of foot	left	Phalanx proximalis secundum digitorum pedis
Proximal phalanx of second finger of foot	right	Phalanx proximalis secundum digitorum pedis
Proximal phalanx of third finger of foot	left	Phalanx proximalis tertium digitorum pedis
Proximal phalanx of third finger of foot	right	Phalanx proximalis tertium digitorum pedis
Proximal transverse arch of foot	left	Arcus transversus proximalis
Proximal transverse arch of foot	right	Arcus transversus proximalis
Psoas major	left	Psoas major
Psoas major	right	Psoas major
Pterygospinous ligament	left	Ligamentum pterygospinale
Pterygospinous ligament	right	Ligamentum pterygospinale
Pubic symphysis		Symphysis pubica
Pubo-analis muscle	left	Musculus puboanalis
Pubo-analis muscle	right	Musculus puboanalis
Pubococcygeus muscle	left	Musculus pubococcygeus
Pubococcygeus muscle	right	Musculus pubococcygeus
Pubofemoral ligament	left	Ligamentum pubofemorale
Pubofemoral ligament	right	Ligamentum pubofemorale
Pulmonary trunk		Truncus pulmonalis
Putamen	left	Putamen
Putamen	right	Putamen
Pyramid of medulla oblongata	left	Pyramis medullae oblongatae
Pyramid of medulla oblongata	right	Pyramis medullae oblongatae
Pyramidalis muscle	left	Musculus pyramidalis
Pyramidalis muscle	right	Musculus pyramidalis
Quadrangular membrane	left	Membrana quadrangularis
Quadrangular membrane	right	Membrana quadrangularis
Quadrate ligament	left	Ligamentum quadratum
Quadrate ligament	right	Ligamentum quadratum
Quadratus femoris muscle	left	Musculus quadratus femoris
Quadratus femoris muscle	right	Musculus quadratus femoris
Quadratus lumborum muscle	left	Musculus quadratus lumborum
Quadratus lumborum muscle	right	Musculus quadratus lumborum
Quadratus plantae muscle	left	Musculus quadratus plantae
Quadratus plantae muscle	right	Musculus quadratus plantae
Radial artery	left	Arteria radialis
Radial artery	right	Arteria radialis
Radial collateral artery	left	Arteria collateralis radialis
Radial collateral artery	right	Arteria collateralis radialis
Radial collateral ligament	left	Ligamentum collaterale radiale cubiti
Radial collateral ligament	right	Ligamentum collaterale radiale cubiti
Radial collateral ligament of wrist joint	left	Ligamentum collaterale radiale carpi
Radial collateral ligament of wrist joint	right	Ligamentum collaterale radiale carpi
Radial foveola	left	Foveola radialis
Radial foveola	right	Foveola radialis
Radial head of flexor digitorum superficialis	left	Caput radiale flexoris superficialis digitorum
Radial head of flexor digitorum superficialis	right	Caput radiale flexoris superficialis digitorum
Radial nerve	left	Nervus radialis
Radial nerve	right	Nervus radialis
Radial veins	left	Venae radiales
Radial veins	right	Venae radiales
Radiate carpal ligament	left	Ligamentum radiatum carpi
Radiate carpal ligament	right	Ligamentum radiatum carpi
Radioscaphocapitate ligament	left	Ligamentum radioscaphocapitatum
Radioscaphocapitate ligament	right	Ligamentum radioscaphocapitatum
Radius	left	Radius
Radius	right	Radius
Rectus abdominis muscle	left	Musculus rectus abdominis
Rectus abdominis muscle	right	Musculus rectus abdominis
Rectus femoris muscle	left	Musculus rectus femoris
Rectus femoris muscle	right	Musculus rectus femoris
Rectus posterior major capitis muscle	left	Musculus rectus posterior major capitis
Rectus posterior major capitis muscle	right	Musculus rectus posterior major capitis
Rectus posterior minor capitis muscle	left	Musculus rectus posterior minor capitis
Rectus posterior minor capitis muscle	right	Musculus rectus posterior minor capitis
Red nucleus	left	Nucleus ruber
Red nucleus	right	Nucleus ruber
Renal pelvis	left	Pelvis renalis
Renal pelvis	right	Pelvis renalis
Retina	left	Retina
Retina	right	Retina
Retromandibular vein	left	Vena retromandibularis
Retromandibular vein	right	Vena retromandibularis
Rhomboid major muscle	left	Musculus rhomboideus major
Rhomboid major muscle	right	Musculus rhomboideus major
Rhomboid minor muscle	left	Musculus rhomboideus minor
Rhomboid minor muscle	right	Musculus rhomboideus minor
Right ascending lumbar vein		Vena lumbalis ascendens dextra
Right atrium		Atrium dextrum
Right brachiocephalic vein		Vena brachiocephalica dextra
Right colic artery		Arteria colica dextra
Right colic vein		Vena colica dextra
Right common carotid artery		Carotis communis dextra
Right coronary artery		Arteria coronaria dextra
Right coronary leaflet		Valvula coronaria dextra aortae
Right gastro-omental vein		Vena gastroomentalis dextra
Right inferior lobar bronchus		Bronchus lobaris inferior dexter
Right inferior pulmonary vein		Vena pulmonalis dextra inferior
Right main bronchus		Bronchus principalis dexter
Right pulmonary artery		Arteria pulmonalis dextra
Right renal vein		Vena renalis dextra
Right semilunar leaflet of pulmonary valve		Valvula semilunaris dextra valvae trunci pulmonalis
Right subclavian artery		Arteria subclavia dextra
Right subcostal vein		Vena subcostalis dextra
Right superior lobar bronchus		Bronchus lobaris superior dexter
Right superior phrenic vein		Vena phrenica superior dextra
Right testicular vein		Vena testicularis dextra
Right ventricle		Ventriculus dexter
Risorius muscle	left	Musculus risorius
Risorius muscle	right	Musculus risorius
Roots of brachial plexus	left	Radices plexus brachialis
Roots of brachial plexus	right	Radices plexus brachialis
Rotatores	left	Rotatores
Rotatores	right	Rotatores
Sacral region	left	Regio sacralis
Sacral region	right	Regio sacralis
Sacrospinous ligament	left	Ligamentum sacrospinale
Sacrospinous ligament	right	Ligamentum sacrospinale
Sacrotuberous ligament	left	Ligamentum sacrotuberale
Sacrotuberous ligament	right	Ligamentum sacrotuberale
Sacrum		Os sacrum
Saphenous nerve	left	Nervus saphenus
Saphenous nerve	right	Nervus saphenus
Sartorius muscle	left	Musculus sartorius
Sartorius muscle	right	Musculus sartorius
Scalenus anterior muscle	left	Musculus scalenus anterior
Scalenus anterior muscle	right	Musculus scalenus anterior
Scalenus medius muscle	left	Musculus scalenus medius
Scalenus medius muscle	right	Musculus scalenus medius
Scalenus posterior muscle	left	Musculus scalenus posterior
Scalenus posterior muscle	right	Musculus scalenus posterior
Scapha	left	Scapha
Scapha	right	Scapha
Scaphocapitate ligament	left	Ligamentum scaphocapitatum
Scaphocapitate ligament	right	Ligamentum scaphocapitatum
Scaphoid bone	left	Os scaphoideum
Scaphoid bone	right	Os scaphoideum
Scaphotrapeziotrapezoidal ligament	left	Ligamentum scaphotrapeziotrapezoideum
Scaphotrapeziotrapezoidal ligament	right	Ligamentum scaphotrapeziotrapezoideum
Scapula	left	Scapula
Scapula	right	Scapula
Scapular region	left	Regio scapularis
Scapular region	right	Regio scapularis
Scapular spinal part of deltoid muscle	left	Pars spinalis scapularis musculi pars spinalis deltoidei
Scapular spinal part of deltoid muscle	right	Pars spinalis scapularis musculi pars spinalis deltoidei
Sciatic nerve	left	Nervus ischiadicus
Sciatic nerve	right	Nervus ischiadicus
Sclera	left	Sclera
Sclera	right	Sclera
Second metatarsal bone	left	Os secundum metatarsi
Second metatarsal bone	right	Os secundum metatarsi
Second posterior intercostal artery	left	Arteria intercostalis posterior secunda
Second posterior intercostal artery	right	Arteria intercostalis posterior secunda
Second rib	left	Costa secunda
Second rib	right	Costa secunda
Semimembranosus muscle	left	Musculus semimembranosus
Semimembranosus muscle	right	Musculus semimembranosus
Seminal gland	left	Glandula seminalis
Seminal gland	right	Glandula seminalis
Semispinalis colli muscle	left	Musculus semispinalis colli
Semispinalis colli muscle	right	Musculus semispinalis colli
Semispinalis thoracis muscle	left	Musculus semispinalis thoracis
Semispinalis thoracis muscle	right	Musculus semispinalis thoracis
Semitendinosus muscle	left	Musculus semitendinosus
Semitendinosus muscle	right	Musculus semitendinosus
Sensory root of trigeminal nerve	left	Radix sensoria nervi trigemini
Sensory root of trigeminal nerve	right	Radix sensoria nervi trigemini
Septal branches of anterior interventricular artery		Rami sept. art. Intervent. ant. sept. arteriae coron. sinis.
Septal branches of posterior ethmoidal artery	left	Rami septales arteriae ethmoideae posterioris
Septal branches of posterior ethmoidal artery	right	Rami septales arteriae ethmoideae posterioris
Septal nuclei		Nuclei septales
Septum pellucidum		Septum pellucidum
Serratus anterior muscle	left	Musculus serratus anterior
Serratus anterior muscle	right	Musculus serratus anterior
Serratus posterior inferior muscle	left	Musculus serratus posterior inferior
Serratus posterior inferior muscle	right	Musculus serratus posterior inferior
Serratus posterior superior muscle	left	Musculus serratus posterior superior
Serratus posterior superior muscle	right	Musculus serratus posterior superior
Sesamoid bones of foot	left	Ossa sesamoidea pedis
Sesamoid bones of foot	right	Ossa sesamoidea pedis
Seventh rib	left	Septima costa
Seventh rib	right	Septima costa
Short head of biceps brachii	left	Caput breve musculi bicipitis brachii
Short head of biceps brachii	right	Caput breve musculi bicipitis brachii
Short head of biceps femoris	left	Caput breve musculi bicipitis femoris
Short head of biceps femoris	right	Caput breve musculi bicipitis femoris
Short posterior ciliary arteries	left	Arteriae ciliares posteriores breves
Short posterior ciliary arteries	right	Arteriae ciliares posteriores breves
Sigmoid arteries		Arteriae sigmoideae
Sigmoid colon		Colon sigmoideum
Sigmoid sinus	left	Sinus sigmoideus
Sigmoid sinus	right	Sinus sigmoideus
Sigmoid veins		Venae sigmoideae
Sinus of frontal bone		Sinus ossis frontalis
Sinus of sphenoid bone		Sinus ossis sphenoidei
Sixth rib	left	Sexta costa
Sixth rib	right	Sexta costa
Small saphenous vein	left	Vena saphena parva
Small saphenous vein	right	Vena saphena parva
Soft palate		Palatum molle
Sole	left	Planta
Sole	right	Planta
Soleus muscle	left	Musculus soleus
Soleus muscle	right	Musculus soleus
Sphenoid bone		Os sphenoideum
Sphenomandibular ligament	left	Ligamentum sphenomandibulare
Sphenomandibular ligament	right	Ligamentum sphenomandibulare
Spinal branch of iliolumbar artery	right	Ramus spinalis arteriae iliolumbalis
Spinal dura		Dura spinalis
Spinalis capitis muscle	left	Musculus spinalis capitis
Spinalis capitis muscle	right	Musculus spinalis capitis
Spinalis colli muscle	left	Musculus spinalis colli
Spinalis colli muscle	right	Musculus spinalis colli
Spinalis thoracis muscle	left	Musculus spinalis thoracis
Spinalis thoracis muscle	right	Musculus spinalis thoracis
Spleen		Lien
Splenic vein		Vena splenica
Splenius capitis muscle	left	Musculus splenius capitis
Splenius capitis muscle	right	Musculus splenius capitis
Splenius colli muscle	left	Musculus splenius colli
Splenius colli muscle	right	Musculus splenius colli
Stapes	left	Stapes
Stapes	right	Stapes
Sternocleidomastoid muscle	left	Musculus sternocleidomastoideus
Sternocleidomastoid muscle	right	Musculus sternocleidomastoideus
Sternocleidomastoid region	left	Regio sternocleidomastoidea
Sternocleidomastoid region	right	Regio sternocleidomastoidea
Sternocostal head of pectoralis major muscle	left	Pars sternocostalis musculi pectoralis majoris
Sternocostal head of pectoralis major muscle	right	Pars sternocostalis musculi pectoralis majoris
Sternohyoid muscle	left	Musculus sternohyoideus
Sternohyoid muscle	right	Musculus sternohyoideus
Sternothyroid muscle	left	Musculus sternothyreoideus
Sternothyroid muscle	right	Musculus sternothyreoideus
Stomach		Gaster
Straight part of cricothyroid muscle	left	Pars recta musculi cricothyreoidei
Straight part of cricothyroid muscle	right	Pars recta musculi cricothyreoidei
Straight sinus		Sinus rectus
Stria medullaris thalami	left	Stria medullaris thalami
Stria medullaris thalami	right	Stria medullaris thalami
Stria terminalis	left	Stria terminalis
Stria terminalis	right	Stria terminalis
Stylohyoid ligament	left	Ligamentum stylohyoideum
Stylohyoid ligament	right	Ligamentum stylohyoideum
Stylohyoid muscle	left	Musculus stylohyoideus
Stylohyoid muscle	right	Musculus stylohyoideus
Stylomandibular ligament	left	Ligamentum stylomandibulare
Stylomandibular ligament	right	Ligamentum stylomandibulare
Stylopharyngeus muscle	left	Musculus stylopharyngeus
Stylopharyngeus muscle	right	Musculus stylopharyngeus
Subclavian nerve	left	Nervus subclavius
Subclavian nerve	right	Nervus subclavius
Subclavius muscle	left	Musculus subclavius
Subclavius muscle	right	Musculus subclavius
Subcostal artery	left	Arteria subcostalis
Sublingual gland	left	Glandula sublingualis
Sublingual gland	right	Glandula sublingualis
Submandibular duct	left	Ductus submandibularis
Submandibular duct	right	Ductus submandibularis
Submandibular gland	left	Glandula submandibularis
Submandibular gland	right	Glandula submandibularis
Submandibular triangle	left	Trigonum submandibulare
Submandibular triangle	right	Trigonum submandibulare
Submental artery	left	Arteria submentalis
Submental artery	right	Arteria submentalis
Submental triangle	left	Trigonum submentale
Submental triangle	right	Trigonum submentale
Submental vein	left	Vena submentalis
Submental vein	right	Vena submentalis
Subparietal sulcus	left	Sulcus subparietalis
Subparietal sulcus	right	Sulcus subparietalis
Subscapular artery	left	Arteria subscapularis
Subscapular artery	right	Arteria subscapularis
Subscapular vein	right	Vena subscapularis
Subscapularis muscle	left	Musculus subscapularis
Subscapularis muscle	right	Musculus subscapularis
Superficial branch of medial plantar artery	left	Ramus superficialis arteriae plantaris medialis
Superficial branch of medial plantar artery	right	Ramus superficialis arteriae plantaris medialis
Superficial branch of radial nerve	left	Ramus superficialis nervi radialis
Superficial branch of radial nerve	right	Ramus superficialis nervi radialis
Superficial branch of ulnar nerve	left	Ramus superficialis nervi ulnaris
Superficial branch of ulnar nerve	right	Ramus superficialis nervi ulnaris
Superficial dorsal veins of penis		Venae dorsales superficiales penis
Superficial epigastric artery	left	Arteria epigastrica superficialis
Superficial epigastric artery	right	Arteria epigastrica superficialis
Superficial epigastric vein	left	Vena epigastrica superficialis
Superficial epigastric vein	right	Vena epigastrica superficialis
Superficial external pudendal artery	left	Arteria pudendalis externa superficialis
Superficial external pudendal artery	right	Arteria pudendalis externa superficialis
Superficial fibular nerve	left	Nervus fibularis superficialis
Superficial fibular nerve	right	Nervus fibularis superficialis
Superficial head of flexor pollicis brevis	left	Caput superficiale flexoris brevis pollicis
Superficial head of flexor pollicis brevis	right	Caput superficiale flexoris brevis pollicis
Superficial head of pronator teres	left	Caput superficiale pronatoris teretis
Superficial head of pronator teres	right	Caput superficiale pronatoris teretis
Superficial investing cervical fascia	left	Fascia investiens superficialis colli lamina
Superficial investing cervical fascia	right	Fascia investiens superficialis colli lamina
Superficial layer of temporal fascia	left	Lamina superficialis fasciae temporalis
Superficial layer of temporal fascia	right	Lamina superficialis fasciae temporalis
Superficial palmar arch	left	Arcus palmaris superficialis
Superficial palmar arch	right	Arcus palmaris superficialis
Superficial part of masseter	left	Pars superficialis masseteris
Superficial part of masseter	right	Pars superficialis masseteris
Superficial part of tibial collateral ligament	left	Pars superficialis ligamenti collateralis tibialis
Superficial part of tibial collateral ligament	right	Pars superficialis ligamenti collateralis tibialis
Superficial temporal artery	left	Arteria temporalis superficialis
Superficial temporal artery	right	Arteria temporalis superficialis
Superficial temporal veins	left	Venae temporales superficiales
Superficial temporal veins	right	Venae temporales superficiales
Superficial transverse metacarpal ligament	left	Ligamentum metacarpeum transversum superficiale
Superficial transverse metacarpal ligament	right	Ligamentum metacarpeum transversum superficiale
Superficial transverse metatarsal ligament	left	Ligamentum metatarseum transversum superficiale
Superficial transverse metatarsal ligament	right	Ligamentum metatarseum transversum superficiale
Superficial venous palmar arch	left	Arcus venosus palmaris superficialis
Superficial venous palmar arch	right	Arcus venosus palmaris superficialis
Superior basal vein of left lung		Vena basalis superior pulmonis sinistri
Superior basal vein of right lung		Vena basalis superior pulmonis dextri
Superior cerebellar artery	left	Arteria cerebelli superior
Superior cerebellar artery	right	Arteria cerebelli superior
Superior cerebellar peduncle	left	Pedunculus cerebellaris superior
Superior cerebellar peduncle	right	Pedunculus cerebellaris superior
Superior colliculus	left	Colliculus superior
Superior colliculus	right	Colliculus superior
Superior epigastric artery	left	Arteria epigastrica superior
Superior epigastric artery	right	Arteria epigastrica superior
Superior epigastric veins	left	Venae epigastricae superiores
Superior epigastric veins	right	Venae epigastricae superiores
Superior extensor retinaculum of ankle	left	Retinaculum extensorium superius tali
Superior extensor retinaculum of ankle	right	Retinaculum extensorium superius tali
Superior fibular retinaculum	left	Retinaculum fibulare superius
Superior fibular retinaculum	right	Retinaculum fibulare superius
Superior frontal gyrus	left	Gyrus frontalis superior
Superior frontal gyrus	right	Gyrus frontalis superior
Superior frontal sulcus	left	Sulcus frontalis superior
Superior frontal sulcus	right	Sulcus frontalis superior
Superior gemellus muscle	left	Musculus gemellus superior
Superior gemellus muscle	right	Musculus gemellus superior
Superior glenohumeral ligament	left	Ligamentum glenohumerale superius
Superior glenohumeral ligament	right	Ligamentum glenohumerale superius
Superior gluteal artery	left	Arteria glutea superior
Superior gluteal artery	right	Arteria glutea superior
Superior head of lateral pterygoid muscle	left	Caput superius musculi pterygoidei lateralis
Superior head of lateral pterygoid muscle	right	Caput superius musculi pterygoidei lateralis
Superior labial artery	left	Arteria labialis superior
Superior labial artery	right	Arteria labialis superior
Superior labial vein	left	Vena labialis superior
Superior labial vein	right	Vena labialis superior
Superior lateral brachial cutaneous nerve	left	Nervus cutaneus lateralis posterioris femoris
Superior lateral brachial cutaneous nerve	right	Nervus cutaneus lateralis posterioris femoris
Superior lateral genicular artery	left	Arteria superior lateralis genus
Superior lateral genicular artery	right	Arteria superior lateralis genus
Superior lingular artery of left lung		Arteria lingularis superior pulmonis sinistri
Superior lingular vein of left lung		Vena lingularis superior pulmonis sinistri
Superior lobar artery of right lung		Arteria lobaris superior pulmonis dextri
Superior lobe of left lung		Lobus superior pulmonis sinistri
Superior lobe of right lung		Lobus superior pulmonis dextri
Superior medial genicular artery	left	Arteria superior medialis genus
Superior medial genicular artery	right	Arteria superior medialis genus
Superior mesenteric artery		Arteria mesenteries superior
Superior oblique muscle	left	Musculus obliquus superior bulbi oculi
Superior oblique muscle	right	Musculus obliquus superior bulbi oculi
Superior occipital gyri	left	Gyri occipitales superiores
Superior occipital gyri	right	Gyri occipitales superiores
Superior ophthalmic vein	left	Vena ophthalmica superior
Superior parathyroid gland	left	Glandula parathyreoidea superior
Superior parathyroid gland	right	Glandula parathyreoidea superior
Superior parietal lobule	left	Lobulus parietalis superior
Superior parietal lobule	right	Lobulus parietalis superior
Superior petrosal sinus	left	Sinus petrosus superior
Superior petrosal sinus	right	Sinus petrosus superior
Superior pharyngeal constrictor	left	Constrictor superior pharyngis
Superior pharyngeal constrictor	right	Constrictor superior pharyngis
Superior phrenic arteries		Arteriae phrenicae superiores
Superior pubic ligament		Ligamentum pubicum superius
Superior rectus muscle	left	Musculus rectus superior
Superior rectus muscle	right	Musculus rectus superior
Superior sagittal sinus		Sinus sagittalis superior
Superior salivatory nucleus	left	Nucleus salivatorius superior
Superior salivatory nucleus	right	Nucleus salivatorius superior
Superior segmental artery of left lung		Arteria segmentalis superior pulmonis sinistri
Superior segmental artery of right lung		Arteria segmentalis superior pulmonis dextri
Superior tarsus	left	Tarsus superior
Superior tarsus	right	Tarsus superior
Superior temporal sulcus	left	Sulcus temporalis superior
Superior temporal sulcus	right	Sulcus temporalis superior
Superior transverse scapular ligament	left	Ligamentum transversum superius scapulae
Superior transverse scapular ligament	right	Ligamentum transversum superius scapulae
Superior trunk of brachial plexus	left	Truncus superior plexus brachialis
Superior trunk of brachial plexus	right	Truncus superior plexus brachialis
Superior vein of left lung		Vena superior pulmonis sinistri
Superior vein of right lung		Vena superior pulmonis dextri
Superior vena cava		Vena cava superior
Supinator	left	Supinator
Supinator	right	Supinator
Supra-orbital artery	left	Arteria supraorbitalis
Supra-orbital artery	right	Arteria supraorbitalis
Supramarginal gyrus	left	Gyrus supramarginalis
Supramarginal gyrus	right	Gyrus supramarginalis
