name	side	fma	system	layer
Palatine tonsil	right	FMA:54973	lymphoid	organ
Lymph node		FMA:5034	lymphoid	organ
Right lobe of thymus		FMA:71194	lymphoid	organ
Left lobe of thymus		FMA:71195	lymphoid	organ
Pleura		FMA:9583	respiratory	organ
Nasopharynx		FMA:54878	respiratory	organ
Epiglottis		FMA:55130	respiratory	organ
Right main bronchus		FMA:7395	respiratory	organ
Right inferior lobar bronchus		FMA:7404	respiratory	organ
Right superior lobar bronchus		FMA:7397	respiratory	organ
Left main bronchus		FMA:7396	respiratory	organ
Left superior lobar bronchus		FMA:7423	respiratory	organ
Left inferior lobar bronchus		FMA:7432	respiratory	organ
Middle lobe of right lung		FMA:7383	respiratory	organ
Laryngopharynx		FMA:54880	digestive	organ
Oropharynx		FMA:54879	digestive	organ
Liver		FMA:7197	digestive	organ
Bile duct		FMA:9706	digestive	organ
Accessory pancreatic duct		FMA:14534	digestive	organ
Soft palate		FMA:55021	digestive	organ
Parotid gland	right	FMA:59797	digestive	organ
Parotid gland	left	FMA:59798	digestive	organ
Parotid duct	left	FMA:59867	digestive	organ
Sublingual gland	right	FMA:59804	digestive	organ
Parotid duct	right	FMA:59866	digestive	organ
Sublingual gland	left	FMA:59805	digestive	organ
Gingiva		FMA:59762	digestive	organ
Jejunum		FMA:7207	digestive	organ
Sigmoid colon		FMA:14548	digestive	organ
Omental taenia		FMA:76892	digestive	organ
Free taenia		FMA:76893	digestive	organ
Mesocolic taenia		FMA:76891	digestive	organ
Oesophagus		FMA:7131	digestive	organ
Lesser omentum		FMA:9715	digestive	organ
Greater omentum		FMA:9580	digestive	organ
Renal pelvis	right	FMA:15578	metabolic	organ
Renal pelvis	left	FMA:15579	metabolic	organ
Superior parathyroid gland	right	FMA:55560	endocrine	organ
Inferior parathyroid gland	left	FMA:55563	endocrine	organ
Inferior parathyroid gland	right	FMA:55562	endocrine	organ
Superior parathyroid gland	left	FMA:55561	endocrine	organ
Thyroid gland		FMA:9603	endocrine	organ
Neurohypophysis		FMA:74628	endocrine	organ
Adenohypophysis		FMA:74627	endocrine	organ
Corpus spongiosum of penis		FMA:19617	reproductive	organ
Corpus cavernosum of penis		FMA:19618	reproductive	organ
Glans penis		FMA:18247	reproductive	organ
Testis	right	FMA:7211	reproductive	organ
Epididymis	left	FMA:18257	reproductive	organ
Ejaculatory duct	left	FMA:19327	reproductive	organ
Ejaculatory duct	right	FMA:19326	reproductive	organ
Epididymis	right	FMA:18256	reproductive	organ
Testis	left	FMA:7212	reproductive	organ
